"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","first.two.char","first.three.char","year"
"NCU05",11.8,"Low Fat",0.100619635844011,"Health and Hygiene",81.4618,"OUT010","Small","Tier 3","Grocery Store",161.1236,"NC","NCU","15"
"DRY23",9.395,"Regular",0.195617859462806,"Soft Drinks",42.1112,"OUT019","Small","Tier 1","Grocery Store",42.6112,"DR","DRY","28"
"FDO24",11.1,"Low Fat",0.176583619444222,"Baking Goods",157.4604,"OUT045","Small","Tier 2","Supermarket Type1",3010.7476,"FD","FDO","11"
"FDQ28",14,"Regular",0.060110575546147,"Frozen Foods",153.0656,"OUT027","Medium","Tier 3","Other Supermarket",6024.1584,"FD","FDQ","28"
"FDV39",11.3,"Low Fat",0.00729508926856264,"Meat",198.1426,"OUT045","Small","Tier 2","Supermarket Type1",988.713,"FD","FDV","11"
"NCO17",10,"Low Fat",0.131575308953232,"Health and Hygiene",117.944,"OUT019","Small","Tier 1","Grocery Store",239.688,"NC","NCO","28"
"FDU50",5.75,"Regular",0.0750946200500592,"Dairy",112.8176,"OUT013","High","Tier 3","Supermarket Type1",1374.2112,"FD","FDU","26"
"FDT12",6.215,"Regular",0.0493618080849535,"Baking Goods",226.8062,"OUT027","Medium","Tier 3","Other Supermarket",4739.8302,"FD","FDT","28"
"FDK58",11.35,"Regular",0.045176166432956,"Snack Foods",100.0016,"OUT018","Medium","Tier 3","Other Supermarket",1012.016,"FD","FDK","4"
"FDO08",11.1,"Regular",0.0964232335327562,"Fruits and Vegetables",165.7526,"OUT019","Small","Tier 1","Grocery Store",657.8104,"FD","FDO","28"
"NCW29",14,"Low Fat",0.0289087033482129,"Health and Hygiene",130.431,"OUT049","Medium","Tier 1","Supermarket Type1",778.986,"NC","NCW","14"
"FDE04",19.75,"Regular",0.018060703560829,"Frozen Foods",179.766,"OUT045","Small","Tier 2","Supermarket Type1",2336.958,"FD","FDE","11"
"NCB19",6.525,"Low Fat",0.0904388199508389,"Household",85.0882,"OUT049","Medium","Tier 1","Supermarket Type1",2233.0932,"NC","NCB","14"
"FDV15",10.3,"Low Fat",0.14640412482236,"Meat",103.9648,"OUT049","Medium","Tier 1","Supermarket Type1",1661.8368,"FD","FDV","14"
"FDL58",5.78,"Regular",0.0742665944976461,"Snack Foods",264.7568,"OUT049","Medium","Tier 1","Supermarket Type1",4745.8224,"FD","FDL","14"
"FDA08",11.85,"Regular",0.0501897343789524,"Fruits and Vegetables",164.1526,"OUT045","Small","Tier 2","Supermarket Type1",3124.5994,"FD","FDA","11"
"FDT43",16.35,"Low Fat",0.0206363911950353,"Fruits and Vegetables",50.1324,"OUT018","Medium","Tier 3","Other Supermarket",467.3916,"FD","FDT","4"
"NCX06",17.6,"Low Fat",0.0156048844570941,"Household",182.5976,"OUT027","Medium","Tier 3","Other Supermarket",5070.7328,"NC","NCX","28"
"FDT20",10.5,"Low Fat",0.0413903701778296,"Fruits and Vegetables",37.6164,"OUT046","Small","Tier 1","Supermarket Type1",540.6296,"FD","FDT","16"
"FDB41",19,"Regular",0.0973011990201551,"Frozen Foods",48.0718,"OUT046","Small","Tier 1","Supermarket Type1",992.7078,"FD","FDB","16"
"NCN55",14.6,"Low Fat",0.0595847919678569,"Others",238.8538,"OUT049","Medium","Tier 1","Supermarket Type1",6008.845,"NC","NCN","14"
"FDE40",15.6,"Regular",0.0986244955233684,"Dairy",62.9194,"OUT027","Medium","Tier 3","Other Supermarket",2105.2596,"FD","FDE","28"
"FDX49",4.615,"Regular",0.101298432901041,"Canned",232.63,"OUT027","Medium","Tier 3","Other Supermarket",5359.69,"FD","FDX","28"
"NCM53",18.75,"Low Fat",0.0521495818524549,"Health and Hygiene",104.628,"OUT045","Small","Tier 2","Supermarket Type1",745.696,"NC","NCM","11"
"FDE36",5.26,"Regular",0.0417594872650002,"Baking Goods",161.8868,"OUT035","Small","Tier 2","Supermarket Type1",3275.736,"FD","FDE","9"
"FDN57",18.25,"Low Fat",0.0543474435925624,"Snack Foods",140.2154,"OUT045","Small","Tier 2","Supermarket Type1",1701.7848,"FD","FDN","11"
"FDI24",10.3,"Low Fat",0.0783313844135632,"Baking Goods",177.937,"OUT027","Medium","Tier 3","Other Supermarket",6704.606,"FD","FDI","28"
"FDI19",15.1,"Low Fat",0.0523326525581007,"Meat",242.7512,"OUT046","Small","Tier 1","Supermarket Type1",4119.9704,"FD","FDI","16"
"FDF24",15.5,"Regular",0.0434615379125875,"Baking Goods",81.5934,"OUT010","Small","Tier 3","Grocery Store",327.5736,"FD","FDF","15"
"FDG52",13.65,"Low Fat",0.0657348643395253,"Frozen Foods",45.7402,"OUT049","Medium","Tier 1","Supermarket Type1",780.9834,"FD","FDG","14"
"DRF36",16.1,"Low Fat",0.0236265301771721,"Soft Drinks",189.3846,"OUT045","Small","Tier 2","Supermarket Type1",3630.6074,"DR","DRF","11"
"FDS45",5.175,"Regular",0.0528884263734383,"Snack Foods",107.3622,"OUT019","Small","Tier 1","Grocery Store",317.5866,"FD","FDS","28"
"FDX40",12.85,"Low Fat",0.169582762866127,"Frozen Foods",39.7164,"OUT010","Small","Tier 3","Grocery Store",231.6984,"FD","FDX","15"
"DRK12",9.5,"Low Fat",0.0418733836285388,"Soft Drinks",32.99,"OUT035","Small","Tier 2","Supermarket Type1",133.16,"DR","DRK","9"
"DRC27",13.8,"Low Fat",0.0580845277181062,"Dairy",245.1802,"OUT035","Small","Tier 2","Supermarket Type1",5650.6446,"DR","DRC","9"
"FDL58",5.78,"Regular",0.0742840902917416,"Snack Foods",263.7568,"OUT017","Small","Tier 2","Supermarket Type1",2636.568,"FD","FDL","6"
"NCD30",19.7,"Low Fat",0.0269053267086461,"Household",96.0726,"OUT045","Small","Tier 2","Supermarket Type1",1272.3438,"NC","NCD","11"
"NCZ54",14.65,"Low Fat",0.0854483277552849,"Household",161.5552,"OUT010","Small","Tier 3","Grocery Store",324.9104,"NC","NCZ","15"
"FDE10",6.67,"Regular",0.15408795797451,"Snack Foods",130.0626,"OUT010","Small","Tier 3","Grocery Store",131.1626,"FD","FDE","15"
"FDR44",6.11,"Regular",0.105418138320261,"Fruits and Vegetables",131.2968,"OUT010","Small","Tier 3","Grocery Store",260.9936,"FD","FDR","15"
"FDP28",13.65,"Regular",0.138143262052073,"Frozen Foods",260.0936,"OUT010","Small","Tier 3","Grocery Store",260.9936,"FD","FDP","15"
"FDX15",17.2,"Low Fat",0.156141684793458,"Meat",160.6578,"OUT013","High","Tier 3","Supermarket Type1",3690.5294,"FD","FDX","26"
"FDA39",6.32,"Low Fat",0.012739203274365,"Meat",40.2822,"OUT035","Small","Tier 2","Supermarket Type1",1139.1838,"FD","FDA","9"
"FDY24",4.88,"Regular",0.133704782046643,"Baking Goods",52.9298,"OUT049","Medium","Tier 1","Supermarket Type1",1995.4026,"FD","FDY","14"
"FDC60",5.425,"Regular",0.115150495850213,"Baking Goods",88.3514,"OUT017","Small","Tier 2","Supermarket Type1",1416.8224,"FD","FDC","6"
"FDH28",15.85,"Regular",0.110017507889229,"Frozen Foods",37.2506,"OUT046","Small","Tier 1","Supermarket Type1",265.6542,"FD","FDH","16"
"FDT25",7.5,"Low Fat",0.0510516073564816,"Canned",121.7072,"OUT017","Small","Tier 2","Supermarket Type1",3552.7088,"FD","FDT","6"
"DRJ13",12.65,"Low Fat",0.0628270616204263,"Soft Drinks",161.5578,"OUT013","High","Tier 3","Supermarket Type1",2406.867,"DR","DRJ","26"
"NCO07",9.06,"Low Fat",0.0175295710387023,"Others",211.956,"OUT019","Small","Tier 1","Grocery Store",213.056,"NC","NCO","28"
"FDW20",20.75,"Low Fat",0.0241251440279502,"Fruits and Vegetables",124.173,"OUT013","High","Tier 3","Supermarket Type1",2956.152,"FD","FDW","26"
"DRF27",8.93,"Low Fat",0.0509542697326601,"Dairy",152.134,"OUT019","Small","Tier 1","Grocery Store",153.134,"DR","DRF","28"
"FDS49",9,"Low Fat",0.0794781413265343,"Canned",79.7644,"OUT035","Small","Tier 2","Supermarket Type1",1649.8524,"FD","FDS","9"
"FDX25",16.7,"Low Fat",0.101521261432349,"Canned",181.9292,"OUT027","Medium","Tier 3","Other Supermarket",3101.2964,"FD","FDX","28"
"NCX42",6.36,"Low Fat",0.00594728277485244,"Household",165.6526,"OUT027","Medium","Tier 3","Other Supermarket",4769.1254,"NC","NCX","28"
"FDG33",5.365,"Regular",0.139505772598567,"Seafood",170.4764,"OUT027","Medium","Tier 3","Other Supermarket",3435.528,"FD","FDG","28"
"FDL56",14.1,"Low Fat",0.126043249048103,"Fruits and Vegetables",86.4198,"OUT045","Small","Tier 2","Supermarket Type1",1133.8574,"FD","FDL","11"
"FDF14",7.55,"Low Fat",0.0271614270458612,"Canned",152.334,"OUT035","Small","Tier 2","Supermarket Type1",2603.278,"FD","FDF","9"
"NCD06",13,"Low Fat",0.099313101343296,"Household",45.406,"OUT046","Small","Tier 1","Supermarket Type1",605.878,"NC","NCD","16"
"DRM47",9.3,"Low Fat",0.0435563669952819,"Hard Drinks",192.8846,"OUT027","Medium","Tier 3","Other Supermarket",2293.0152,"DR","DRM","28"
"FDS46",17.6,"Regular",0.0847358840378885,"Snack Foods",118.7782,"OUT019","Small","Tier 1","Grocery Store",119.1782,"FD","FDS","28"
"FDB35",12.3,"Regular",0.0645539958355953,"Starchy Foods",92.9804,"OUT013","High","Tier 3","Supermarket Type1",1929.4884,"FD","FDB","26"
"FDX21",7.05,"Low Fat",0.0845210119712662,"Snack Foods",109.8912,"OUT027","Medium","Tier 3","Other Supermarket",2074.6328,"FD","FDX","28"
"NCU05",11.8,"Low Fat",0.0584286073310494,"Health and Hygiene",79.9618,"OUT027","Medium","Tier 3","Other Supermarket",241.6854,"NC","NCU","28"
"NCR38",17.25,"Low Fat",0.1137555035191,"Household",251.3724,"OUT045","Small","Tier 2","Supermarket Type1",6795.1548,"NC","NCR","11"
"NCR18",15.85,"Low Fat",0.0206089859777535,"Household",42.7112,"OUT017","Small","Tier 2","Supermarket Type1",639.168,"NC","NCR","6"
"NCU41",18.85,"Low Fat",0.0520387455610131,"Health and Hygiene",192.1846,"OUT035","Small","Tier 2","Supermarket Type1",3248.4382,"NC","NCU","9"
"FDY56",16.35,"Regular",0.0627811074123582,"Fruits and Vegetables",227.6062,"OUT017","Small","Tier 2","Supermarket Type1",7222.5984,"FD","FDY","6"
"DRJ51",14.1,"Low Fat",0.0879667300139131,"Dairy",229.0668,"OUT035","Small","Tier 2","Supermarket Type1",3225.1352,"DR","DRJ","9"
"FDK21",7.905,"Low Fat",0.0100092266260744,"Snack Foods",249.0408,"OUT035","Small","Tier 2","Supermarket Type1",3755.112,"FD","FDK","9"
"FDY25",12,"Low Fat",0.0339402711841038,"Canned",179.3976,"OUT013","High","Tier 3","Supermarket Type1",3440.8544,"FD","FDY","26"
"FDU44",12.15,"Regular",0.0584076850274753,"Fruits and Vegetables",163.4552,"OUT035","Small","Tier 2","Supermarket Type1",974.7312,"FD","FDU","9"
"FDL43",10.1,"Low Fat",0.0271072760507082,"Meat",75.367,"OUT049","Medium","Tier 1","Supermarket Type1",535.969,"FD","FDL","14"
"FDF05",17.5,"Low Fat",0.027030063799586,"Frozen Foods",262.491,"OUT017","Small","Tier 2","Supermarket Type1",5259.82,"FD","FDF","6"
"DRF15",18.35,"Low Fat",0.0595551397234086,"Dairy",152.034,"OUT019","Small","Tier 1","Grocery Store",306.268,"DR","DRF","28"
"FDL20",17.1,"Low Fat",0.128967266132364,"Fruits and Vegetables",112.3886,"OUT018","Medium","Tier 3","Other Supermarket",1779.0176,"FD","FDL","4"
"FDV32",7.785,"Low Fat",0.0888489840309903,"Fruits and Vegetables",61.451,"OUT049","Medium","Tier 1","Supermarket Type1",759.012,"FD","FDV","14"
"FDJ34",11.8,"Regular",0.0935615483083939,"Snack Foods",125.9704,"OUT013","High","Tier 3","Supermarket Type1",1877.556,"FD","FDJ","26"
"FDG08",13.15,"Regular",0.165704610355058,"Fruits and Vegetables",171.8764,"OUT045","Small","Tier 2","Supermarket Type1",3779.0808,"FD","FDG","11"
"FDQ04",6.4,"Low Fat",0.151969481216279,"Frozen Foods",41.5796,"OUT019","Small","Tier 1","Grocery Store",41.2796,"FD","FDQ","28"
"FDW13",8.5,"Low Fat",0.098464552066809,"Canned",51.1324,"OUT017","Small","Tier 2","Supermarket Type1",259.662,"FD","FDW","6"
"NCI17",8.645,"Low Fat",0.143278418774886,"Health and Hygiene",96.341,"OUT013","High","Tier 3","Supermarket Type1",193.082,"NC","NCI","26"
"FDY03",17.6,"Regular",0.0762807802795051,"Meat",110.9202,"OUT045","Small","Tier 2","Supermarket Type1",1687.803,"FD","FDY","11"
"FDS12",9.1,"Low Fat",0.175149965293365,"Baking Goods",127.5362,"OUT017","Small","Tier 2","Supermarket Type1",4655.9394,"FD","FDS","6"
"FDJ55",12.8,"Regular",0.023507290283443,"Meat",225.9404,"OUT013","High","Tier 3","Supermarket Type1",4950.8888,"FD","FDJ","26"
"DRK01",7.63,"Low Fat",0.0610454512158407,"Soft Drinks",95.4436,"OUT035","Small","Tier 2","Supermarket Type1",1418.154,"DR","DRK","9"
"FDG28",9.285,"Regular",0.0495722113405281,"Frozen Foods",246.4144,"OUT017","Small","Tier 2","Supermarket Type1",1225.072,"FD","FDG","6"
"FDY38",13.6,"Regular",0.119425282366353,"Dairy",231.03,"OUT045","Small","Tier 2","Supermarket Type1",5359.69,"FD","FDY","11"
"FDN01",8.895,"Low Fat",0.0725499496530509,"Breakfast",176.237,"OUT045","Small","Tier 2","Supermarket Type1",1764.37,"FD","FDN","11"
"NCR54",16.35,"Low Fat",0.0904711227866712,"Household",195.211,"OUT013","High","Tier 3","Supermarket Type1",2553.343,"NC","NCR","26"
"FDG29",17.6,"Low Fat",0.0562353129062114,"Frozen Foods",43.3454,"OUT013","High","Tier 3","Supermarket Type1",1006.6896,"FD","FDG","26"
"FDG24",7.975,"Low Fat",0.0146164356794343,"Baking Goods",85.225,"OUT013","High","Tier 3","Supermarket Type1",1081.925,"FD","FDG","26"
"FDG59",15.85,"Low Fat",0.04349067972245,"Starchy Foods",36.7164,"OUT017","Small","Tier 2","Supermarket Type1",308.9312,"FD","FDG","6"
"FDM28",15.7,"Low Fat",0.0451583977884482,"Frozen Foods",178.666,"OUT013","High","Tier 3","Supermarket Type1",2516.724,"FD","FDM","26"
"FDW04",8.985,"Regular",0.0578200117597659,"Frozen Foods",128.831,"OUT046","Small","Tier 1","Supermarket Type1",1428.141,"FD","FDW","16"
"FDS26",20.35,"Low Fat",0.0893792503288074,"Dairy",260.1594,"OUT013","High","Tier 3","Supermarket Type1",2093.2752,"FD","FDS","26"
"FDQ56",6.59,"Low Fat",0.105491127409096,"Fruits and Vegetables",85.6908,"OUT013","High","Tier 3","Supermarket Type1",1929.4884,"FD","FDQ","26"
"FDK51",19.85,"Low Fat",0.00523352640597651,"Dairy",264.0884,"OUT035","Small","Tier 2","Supermarket Type1",5829.7448,"FD","FDK","9"
"FDL22",16.85,"Low Fat",0.0363857127926908,"Snack Foods",91.4488,"OUT046","Small","Tier 1","Supermarket Type1",2082.6224,"FD","FDL","16"
"FDH19",19.35,"Low Fat",0.0329151718251054,"Meat",173.1738,"OUT027","Medium","Tier 3","Other Supermarket",7298.4996,"FD","FDH","28"
"FDY55",16.75,"Low Fat",0.0812384315233392,"Fruits and Vegetables",256.4988,"OUT013","High","Tier 3","Supermarket Type1",7452.9652,"FD","FDY","26"
"FDY03",17.6,"Regular",0.0765727492962863,"Meat",110.5202,"OUT017","Small","Tier 2","Supermarket Type1",450.0808,"FD","FDY","6"
"FDK21",7.905,"Low Fat",0.0171518623272102,"Snack Foods",250.4408,"OUT010","Small","Tier 3","Grocery Store",500.6816,"FD","FDK","15"
"FDZ10",17.85,"Low Fat",0.0442306143016551,"Snack Foods",126.202,"OUT027","Medium","Tier 3","Other Supermarket",3668.558,"FD","FDZ","28"
"FDZ32",7.785,"Regular",0.0382968782552066,"Fruits and Vegetables",103.1964,"OUT018","Medium","Tier 3","Other Supermarket",736.3748,"FD","FDZ","4"
"NCZ18",7.825,"Low Fat",0.186010407545887,"Household",253.0698,"OUT035","Small","Tier 2","Supermarket Type1",6088.0752,"NC","NCZ","9"
"NCF07",9,"Low Fat",0.0318548168134817,"Household",101.0016,"OUT027","Medium","Tier 3","Other Supermarket",2125.2336,"NC","NCF","28"
"DRE49",20.75,"Low Fat",0.0213758797105393,"Soft Drinks",153.0024,"OUT017","Small","Tier 2","Supermarket Type1",2277.036,"DR","DRE","6"
"FDJ08",11.1,"Low Fat",0.198443265154132,"Fruits and Vegetables",190.3846,"OUT019","Small","Tier 1","Grocery Store",573.2538,"FD","FDJ","28"
"FDT39",6.26,"Regular",0.00986486790969964,"Meat",151.1366,"OUT035","Small","Tier 2","Supermarket Type1",2267.049,"FD","FDT","9"
"FDE08",18.2,"Low Fat",0.0844883657639115,"Fruits and Vegetables",147.3734,"OUT010","Small","Tier 3","Grocery Store",296.9468,"FD","FDE","15"
"NCD06",13,"Low Fat",0.0997527867908729,"Household",46.306,"OUT018","Medium","Tier 3","Other Supermarket",559.272,"NC","NCD","4"
"FDB57",20.25,"Regular",0.0187992982178322,"Fruits and Vegetables",222.1772,"OUT035","Small","Tier 2","Supermarket Type1",5559.43,"FD","FDB","9"
"NCT54",8.695,"Low Fat",0.119725059678519,"Household",95.5094,"OUT049","Medium","Tier 1","Supermarket Type1",1237.7222,"NC","NCT","14"
"DRF49",7.27,"Low Fat",0.0712263563167009,"Soft Drinks",113.5518,"OUT045","Small","Tier 2","Supermarket Type1",569.259,"DR","DRF","11"
"FDM25",10.695,"Regular",0.0603480022815897,"Breakfast",174.0712,"OUT027","Medium","Tier 3","Other Supermarket",3866.9664,"FD","FDM","28"
"FDF20",12.85,"Low Fat",0.0332895363789717,"Fruits and Vegetables",198.4768,"OUT045","Small","Tier 2","Supermarket Type1",1379.5376,"FD","FDF","11"
"FDH27",7.075,"Low Fat",0.0585980715037433,"Dairy",142.7128,"OUT018","Medium","Tier 3","Other Supermarket",1869.5664,"FD","FDH","4"
"FDV60",20.2,"Regular",0.116746568591452,"Baking Goods",196.211,"OUT027","Medium","Tier 3","Other Supermarket",5499.508,"FD","FDV","28"
"FDY59",8.195,"Low Fat",0.0314532130432466,"Baking Goods",94.3462,"OUT049","Medium","Tier 1","Supermarket Type1",925.462,"FD","FDY","14"
"FDK36",7.09,"Low Fat",0.00721308639934565,"Baking Goods",47.9034,"OUT035","Small","Tier 2","Supermarket Type1",583.2408,"FD","FDK","9"
"NCM31",6.095,"Low Fat",0.081186664803294,"Others",141.4154,"OUT046","Small","Tier 1","Supermarket Type1",1418.154,"NC","NCM","16"
"FDE33",19.35,"Regular",0.0499296282918207,"Fruits and Vegetables",80.2644,"OUT017","Small","Tier 2","Supermarket Type1",942.7728,"FD","FDE","6"
"FDU36",6.15,"Low Fat",0.0462652774714668,"Baking Goods",99.3384,"OUT046","Small","Tier 1","Supermarket Type1",2364.9216,"FD","FDU","16"
"FDV13",17.35,"Regular",0.0274662551860018,"Canned",87.9856,"OUT027","Medium","Tier 3","Other Supermarket",3251.7672,"FD","FDV","28"
"FDV20",20.2,"Regular",0.107228336875484,"Fruits and Vegetables",125.2678,"OUT019","Small","Tier 1","Grocery Store",254.3356,"FD","FDV","28"
"NCQ54",17.7,"Low Fat",0.0125385018037349,"Household",167.0474,"OUT035","Small","Tier 2","Supermarket Type1",5895.659,"NC","NCQ","9"
"FDO23",17.85,"Low Fat",0.147057591864323,"Breads",93.7436,"OUT018","Medium","Tier 3","Other Supermarket",1134.5232,"FD","FDO","4"
"DRE60",9.395,"Low Fat",0.159667166469917,"Soft Drinks",224.972,"OUT045","Small","Tier 2","Supermarket Type1",7696.648,"DR","DRE","11"
"DRP47",15.75,"Low Fat",0.141436199903386,"Hard Drinks",250.5382,"OUT017","Small","Tier 2","Supermarket Type1",2775.7202,"DR","DRP","6"
"FDB21",7.475,"Low Fat",0.148830728932496,"Fruits and Vegetables",241.2854,"OUT045","Small","Tier 2","Supermarket Type1",5317.0788,"FD","FDB","11"
"FDR04",7.075,"Low Fat",0.0225897035884431,"Frozen Foods",98.0068,"OUT018","Medium","Tier 3","Other Supermarket",874.8612,"FD","FDR","4"
"FDX23",6.445,"Low Fat",0.0296881219760294,"Baking Goods",92.6436,"OUT046","Small","Tier 1","Supermarket Type1",1039.9796,"FD","FDX","16"
"FDX19",19.1,"Low Fat",0.0967039449340377,"Fruits and Vegetables",235.0958,"OUT035","Small","Tier 2","Supermarket Type1",3038.0454,"FD","FDX","9"
"FDD40",20.25,"Regular",0.0147887883838423,"Dairy",193.6162,"OUT035","Small","Tier 2","Supermarket Type1",3848.324,"FD","FDD","9"
"FDA01",15,"Regular",0.0543715865669199,"Canned",59.1904,"OUT046","Small","Tier 1","Supermarket Type1",527.3136,"FD","FDA","16"
"FDS33",6.67,"Regular",0.123413462427787,"Snack Foods",89.1514,"OUT046","Small","Tier 1","Supermarket Type1",2390.8878,"FD","FDS","16"
"FDM50",13,"Regular",0.0299315793885031,"Canned",60.222,"OUT027","Medium","Tier 3","Other Supermarket",1677.816,"FD","FDM","28"
"FDB29",16.7,"Regular",0.0523589718144489,"Frozen Foods",112.7176,"OUT013","High","Tier 3","Supermarket Type1",801.6232,"FD","FDB","26"
"FDF46",7.07,"Low Fat",0.0938667703859503,"Snack Foods",115.5834,"OUT045","Small","Tier 2","Supermarket Type1",1267.0174,"FD","FDF","11"
"FDA33",6.48,"Low Fat",0.0339706832069978,"Snack Foods",148.0076,"OUT045","Small","Tier 2","Supermarket Type1",886.8456,"FD","FDA","11"
"FDC08",19,"Regular",0.177217692298363,"Fruits and Vegetables",228.272,"OUT010","Small","Tier 3","Grocery Store",452.744,"FD","FDC","15"
"FDB53",13.35,"Low Fat",0.139743602248987,"Frozen Foods",147.5392,"OUT045","Small","Tier 2","Supermarket Type1",3877.6192,"FD","FDB","11"
"FDY31",5.98,"Low Fat",0.0433346910063853,"Fruits and Vegetables",146.6418,"OUT027","Medium","Tier 3","Other Supermarket",4414.254,"FD","FDY","28"
"DRQ35",9.3,"Low Fat",0.0420699491416308,"Hard Drinks",122.4388,"OUT027","Medium","Tier 3","Other Supermarket",5448.9072,"DR","DRQ","28"
"FDX36",9.695,"Regular",0.128486562762313,"Baking Goods",223.9404,"OUT049","Medium","Tier 1","Supermarket Type1",4950.8888,"FD","FDX","14"
"DRD13",15,"Low Fat",0.0493701926723022,"Soft Drinks",62.6168,"OUT017","Small","Tier 2","Supermarket Type1",958.752,"DR","DRD","6"
"FDC52",11.15,"Regular",0.00832894766602979,"Dairy",149.9708,"OUT017","Small","Tier 2","Supermarket Type1",1956.1204,"FD","FDC","6"
"FDB45",20.85,"Low Fat",0.0213635989283535,"Fruits and Vegetables",103.2306,"OUT049","Medium","Tier 1","Supermarket Type1",2404.2038,"FD","FDB","14"
"NCK19",9.8,"Low Fat",0.154974509662823,"Others",194.3478,"OUT010","Small","Tier 3","Grocery Store",387.4956,"NC","NCK","15"
"FDV51",16.35,"Low Fat",0.0325061751340859,"Meat",165.0842,"OUT013","High","Tier 3","Supermarket Type1",994.7052,"FD","FDV","26"
"FDZ35",9.6,"Regular",0.0223249961630606,"Breads",101.299,"OUT045","Small","Tier 2","Supermarket Type1",1754.383,"FD","FDZ","11"
"NCW17",18,"Low Fat",0.0192846984757136,"Health and Hygiene",129.9994,"OUT027","Medium","Tier 3","Other Supermarket",3340.9844,"NC","NCW","28"
